% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.138537920e+01 +2.138537920e+01 +4.445379197e+00 +4.445379197e+00 +4.3090e-02 +1.2939e-01 +8.8383e-01
2 +1.402676266e+01 +1.402676266e+01 -2.913237342e+00 -2.913237342e+00 +7.4126e-01 +9.4080e-01 +5.1284e-01
3 +8.273589047e+00 +8.273589047e+00 -8.666410953e+00 -8.666410953e+00 +4.7513e-01 +3.7866e-01 +9.1882e-02
17 +6.126251401e+00 +6.126251401e+00 -1.081374860e+01 -1.081374860e+01 +9.3874e-01 +2.8616e-01 +6.1560e-01
73 +3.339225512e+00 +3.339225512e+00 -1.360077449e+01 -1.360077449e+01 +1.0000e+00 +5.2781e-02 +5.6739e-01
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.595155501e+00 +8.595155501e+00 +2.740515550e+01 +2.740515550e+01 +4.5794e-01 +4.1727e-01 +6.5156e-01
3 +4.033151474e+00 +4.033151474e+00 +2.284315147e+01 +2.284315147e+01 +8.1549e-01 +8.9565e-01 +6.8009e-01
8 +3.564461630e+00 +3.564461630e+00 +2.237446163e+01 +2.237446163e+01 +2.1152e-02 +3.3222e-01 +5.9040e-01
76 +2.502838756e+00 +2.502838756e+00 +2.131283876e+01 +2.131283876e+01 +2.2734e-01 +1.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (2.731500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.229669965e+01 +4.229669965e+01 +3.154466997e+02 +3.154466997e+02 +7.7874e-01 +1.1849e-01 +5.0080e-01
4 +2.119236448e+01 +2.119236448e+01 +2.943423645e+02 +2.943423645e+02 +5.8901e-01 +5.5332e-01 +2.9684e-01
57 +1.581166266e+01 +1.581166266e+01 +2.889616627e+02 +2.889616627e+02 +6.7396e-01 +1.0000e+00 +9.2508e-01
% function evaluation | noise-free fitness - Fopt (3.718000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.877831704e+01 +1.877831704e+01 +5.595831704e+01 +5.595831704e+01 +4.7175e-01 +4.3673e-01 +9.1299e-01
3 +1.083525281e+01 +1.083525281e+01 +4.801525281e+01 +4.801525281e+01 +9.3006e-01 +6.0734e-01 +4.2374e-01
5 +7.654762915e+00 +7.654762915e+00 +4.483476292e+01 +4.483476292e+01 +1.5456e-01 +6.7091e-01 +9.2758e-01
26 +6.069005329e+00 +6.069005329e+00 +4.324900533e+01 +4.324900533e+01 +1.2184e-01 +1.0000e+00 +7.0028e-01
% function evaluation | noise-free fitness - Fopt (-1.479000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.122789489e+00 +6.122789489e+00 -1.417772105e+02 -1.417772105e+02 +2.9974e-01 +5.8060e-01 +2.7972e-01
