% function evaluation | noise-free fitness - Fopt (-1.025500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.457005553e+00 +3.457005553e+00 -9.909299445e+01 -9.909299445e+01 +7.6641e-01 +7.0220e-01 +9.2828e-01
2 +9.156970041e-01 +9.156970041e-01 -1.016343030e+02 -1.016343030e+02 +1.1141e-01 +7.6214e-01 +2.1546e-01
24 +4.661769481e-01 +4.661769481e-01 -1.020838231e+02 -1.020838231e+02 +1.6137e-03 +4.9808e-01 +6.6582e-01
68 +3.783273686e-01 +3.783273686e-01 -1.021716726e+02 -1.021716726e+02 +6.0401e-01 +2.1342e-01 +4.4512e-01
165 +1.898455118e-01 +1.898455118e-01 -1.023601545e+02 -1.023601545e+02 +1.9168e-03 +4.9290e-01 +8.4020e-01
307 +7.616631131e-02 +7.616631131e-02 -1.024738337e+02 -1.024738337e+02 +3.3114e-02 +4.4546e-01 +8.2607e-01
1484 +6.131083814e-02 +6.131083814e-02 -1.024886892e+02 -1.024886892e+02 +3.0758e-03 +4.8242e-01 +8.3295e-01
% function evaluation | noise-free fitness - Fopt (7.169000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.193817271e+01 +1.193817271e+01 +8.362817271e+01 +8.362817271e+01 +3.9427e-01 +6.0139e-01 +5.2978e-01
5 +5.097758394e+00 +5.097758394e+00 +7.678775839e+01 +7.678775839e+01 +8.1671e-01 +3.7888e-01 +2.9677e-02
12 +9.420981026e-01 +9.420981026e-01 +7.263209810e+01 +7.263209810e+01 +7.8345e-01 +3.8531e-01 +1.5185e-01
50 +5.961966860e-01 +5.961966860e-01 +7.228619669e+01 +7.228619669e+01 +8.5759e-01 +3.4004e-01 +3.0666e-01
159 +3.326812072e-01 +3.326812072e-01 +7.202268121e+01 +7.202268121e+01 +6.4125e-01 +5.1964e-01 +4.4484e-01
760 +2.273525043e-01 +2.273525043e-01 +7.191735250e+01 +7.191735250e+01 +5.5289e-01 +5.0719e-01 +4.0148e-01
3138 +5.005814097e-02 +5.005814097e-02 +7.174005814e+01 +7.174005814e+01 +1.7759e-01 +5.1245e-01 +2.6974e-01
% function evaluation | noise-free fitness - Fopt (2.140100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.145373052e+00 +5.145373052e+00 +2.191553731e+02 +2.191553731e+02 +4.4526e-01 +9.9112e-01 +3.1382e-01
5 +1.427175289e+00 +1.427175289e+00 +2.154371753e+02 +2.154371753e+02 +1.8980e-01 +3.9915e-01 +8.1254e-01
10 +3.268338207e-01 +3.268338207e-01 +2.143368338e+02 +2.143368338e+02 +7.3073e-01 +9.3329e-01 +7.7539e-01
59 +2.219481537e-01 +2.219481537e-01 +2.142319482e+02 +2.142319482e+02 +8.6042e-01 +9.5075e-01 +6.8016e-01
