% function evaluation | noise-free fitness - Fopt (-5.494000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.107149108e+06 +3.107149108e+06 +3.107094168e+06 +3.107094168e+06 +3.1750e-01 +5.8405e-01 +5.7585e-01
7 +2.217337520e+06 +2.217337520e+06 +2.217282580e+06 +2.217282580e+06 +8.2878e-01 +8.1906e-02 +1.4062e-01
51 +1.505946735e+06 +1.505946735e+06 +1.505891795e+06 +1.505891795e+06 +4.7712e-01 +8.2552e-02 +6.8364e-01
71 +9.578030827e+05 +9.578030827e+05 +9.577481427e+05 +9.577481427e+05 +0.0000e+00 +0.0000e+00 +8.1259e-01
% function evaluation | noise-free fitness - Fopt (5.913000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.863535205e+05 +3.863535205e+05 +3.864126505e+05 +3.864126505e+05 +7.3957e-01 +6.0712e-01 +1.8230e-01
2 +1.726928240e+04 +1.726928240e+04 +1.732841240e+04 +1.732841240e+04 +2.6050e-01 +1.7141e-01 +6.1447e-01
11 +1.108101068e+04 +1.108101068e+04 +1.114014068e+04 +1.114014068e+04 +3.3667e-01 +1.6816e-01 +1.1064e-01
106 +9.955880525e+03 +9.955880525e+03 +1.001501052e+04 +1.001501052e+04 +0.0000e+00 +3.5645e-01 +7.5752e-02
% function evaluation | noise-free fitness - Fopt (-4.915300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.467674964e+07 +1.467674964e+07 +1.467625811e+07 +1.467625811e+07 +6.5739e-01 +4.2697e-01 +8.6273e-01
4 +7.962241840e+06 +7.962241840e+06 +7.961750310e+06 +7.961750310e+06 +8.6041e-02 +3.9913e-02 +4.6467e-02
% function evaluation | noise-free fitness - Fopt (-1.702000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.691620610e+07 +1.691620610e+07 +1.691603590e+07 +1.691603590e+07 +4.8010e-02 +8.2571e-01 +3.3032e-01
11 +1.518129613e+07 +1.518129613e+07 +1.518112593e+07 +1.518112593e+07 +1.5911e-01 +2.7467e-01 +4.8225e-01
% function evaluation | noise-free fitness - Fopt (-4.697500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.115152251e+07 +1.115152251e+07 +1.115105276e+07 +1.115105276e+07 +1.9669e-01 +6.2276e-01 +3.5988e-02
3 +8.329896024e+06 +8.329896024e+06 +8.329426274e+06 +8.329426274e+06 +5.9612e-01 +3.8365e-02 +1.1586e-01
9 +6.057661439e+06 +6.057661439e+06 +6.057191689e+06 +6.057191689e+06 +7.3405e-01 +7.8901e-02 +9.3075e-01
% function evaluation | noise-free fitness - Fopt (1.999100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.913076066e+07 +1.913076066e+07 +1.913096057e+07 +1.913096057e+07 +6.2799e-01 +2.9911e-01 +5.7248e-02
6 +1.498684408e+07 +1.498684408e+07 +1.498704399e+07 +1.498704399e+07 +5.2102e-01 +4.6733e-01 +6.2574e-01
53 +9.348019848e+06 +9.348019848e+06 +9.348219758e+06 +9.348219758e+06 +0.0000e+00 +9.4542e-01 +1.0000e+00
% function evaluation | noise-free fitness - Fopt (-4.296000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.541120470e+05 +2.541120470e+05 +2.536824470e+05 +2.536824470e+05 +3.7253e-01 +3.3817e-01 +9.8655e-01
43 +2.122928055e+05 +2.122928055e+05 +2.118632055e+05 +2.118632055e+05 +2.0116e-01 +0.0000e+00 +9.9839e-01
45 +1.305195119e+05 +1.305195119e+05 +1.300899119e+05 +1.300899119e+05 +0.0000e+00 +0.0000e+00 +1.0000e+00
52 +9.133614209e+04 +9.133614209e+04 +9.090654209e+04 +9.090654209e+04 +0.0000e+00 +5.0000e-01 +1.0000e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.269595403e+06 +5.269595403e+06 +5.270595403e+06 +5.270595403e+06 +9.2038e-01 +5.8359e-02 +9.9330e-01
2 +1.926050252e+06 +1.926050252e+06 +1.927050252e+06 +1.927050252e+06 +9.9093e-01 +6.8371e-01 +2.2619e-01
39 +1.316435180e+06 +1.316435180e+06 +1.317435180e+06 +1.317435180e+06 +9.4240e-01 +8.2283e-01 +1.7873e-02
43 +8.882573383e+05 +8.882573383e+05 +8.892573383e+05 +8.892573383e+05 +1.0000e+00 +1.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (1.951500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.250741318e+06 +1.250741318e+06 +1.250936468e+06 +1.250936468e+06 +5.1861e-01 +7.4882e-01 +2.6386e-01
3 +1.272159195e+05 +1.272159195e+05 +1.274110695e+05 +1.274110695e+05 +1.0720e-01 +1.5033e-01 +9.8424e-01
35 +7.828590784e+04 +7.828590784e+04 +7.848105784e+04 +7.848105784e+04 +7.1981e-02 +7.9528e-01 +9.6512e-01
45 +6.282695633e+04 +6.282695633e+04 +6.302210633e+04 +6.302210633e+04 +0.0000e+00 +3.3880e-01 +1.0000e+00
69 +3.556645113e+04 +3.556645113e+04 +3.576160113e+04 +3.576160113e+04 +0.0000e+00 +1.0000e+00 +1.0000e+00
% function evaluation | noise-free fitness - Fopt (-4.335000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
