% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.911361031e+01 +5.911361031e+01 +4.217361031e+01 +4.217361031e+01 +2.5915e-02 +4.6403e-01 +1.4574e-01
3 +3.024168495e+01 +3.024168495e+01 +1.330168495e+01 +1.330168495e+01 +1.1544e-01 +9.4385e-02 +8.7505e-01
14 +2.062752864e+01 +2.062752864e+01 +3.687528641e+00 +3.687528641e+00 +9.1558e-01 +8.1877e-01 +4.4731e-01
20 +1.083746762e+01 +1.083746762e+01 -6.102532378e+00 -6.102532378e+00 +9.2278e-01 +2.6505e-01 +8.7864e-01
41 +7.886180076e+00 +7.886180076e+00 -9.053819924e+00 -9.053819924e+00 +9.8655e-01 +2.7186e-01 +1.0000e+00
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.337125974e+01 +3.337125974e+01 +5.218125974e+01 +5.218125974e+01 +4.0155e-01 +2.8828e-01 +5.1047e-01
9 +2.413742010e+01 +2.413742010e+01 +4.294742010e+01 +4.294742010e+01 +3.3380e-01 +9.7545e-01 +6.3342e-01
230 +1.472956488e+01 +1.472956488e+01 +3.353956488e+01 +3.353956488e+01 +2.3347e-01 +1.0000e+00 +1.0954e-01
% function evaluation | noise-free fitness - Fopt (2.731500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.493204680e+02 +3.493204680e+02 +6.224704680e+02 +6.224704680e+02 +1.1927e-01 +5.8923e-01 +8.2576e-01
2 +1.249755377e+02 +1.249755377e+02 +3.981255377e+02 +3.981255377e+02 +4.6162e-01 +4.9885e-01 +6.3090e-01
294 +9.802850241e+01 +9.802850241e+01 +3.711785024e+02 +3.711785024e+02 +0.0000e+00 +7.9013e-01 +5.1596e-01
% function evaluation | noise-free fitness - Fopt (3.718000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.181038189e+01 +8.181038189e+01 +1.189903819e+02 +1.189903819e+02 +4.3006e-01 +7.6390e-01 +7.8887e-01
3 +4.974778856e+01 +4.974778856e+01 +8.692778856e+01 +8.692778856e+01 +2.1061e-01 +5.6269e-01 +6.5058e-01
