% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.180570970e+07 +1.180570970e+07 +1.180549982e+07 +1.180549982e+07 +8.7985e-01 +7.8261e-01 +9.6044e-02
2 +6.300973759e+06 +6.300973759e+06 +6.300763879e+06 +6.300763879e+06 +7.1851e-01 +6.9844e-01 +9.5955e-01
% function evaluation | noise-free fitness - Fopt (-9.209000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.006405762e+04 +4.006405762e+04 +3.997196762e+04 +3.997196762e+04 +4.3590e-01 +5.9819e-01 +2.7764e-01
10 +8.307236592e+03 +8.307236592e+03 +8.215146592e+03 +8.215146592e+03 +8.2189e-01 +2.6186e-01 +3.4596e-02
19 +5.516706061e+03 +5.516706061e+03 +5.424616061e+03 +5.424616061e+03 +9.4578e-01 +6.0591e-01 +5.5350e-02
21 +3.446895603e+03 +3.446895603e+03 +3.354805603e+03 +3.354805603e+03 +7.5104e-01 +9.3708e-01 +1.0587e-01
% function evaluation | noise-free fitness - Fopt (-8.789000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.124584687e+05 +2.124584687e+05 +2.123705787e+05 +2.123705787e+05 +6.5492e-01 +7.6409e-01 +8.0573e-01
13 +1.569293034e+05 +1.569293034e+05 +1.568414134e+05 +1.568414134e+05 +7.4842e-01 +2.0502e-01 +8.8071e-01
41 +6.978428575e+04 +6.978428575e+04 +6.969639575e+04 +6.969639575e+04 +8.7284e-01 +7.6409e-01 +1.0000e+00
% function evaluation | noise-free fitness - Fopt (3.201900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.387099080e+06 +1.387099080e+06 +1.387419270e+06 +1.387419270e+06 +1.5215e-01 +7.4043e-01 +2.8197e-01
2 +3.855130161e+05 +3.855130161e+05 +3.858332061e+05 +3.858332061e+05 +1.7771e-01 +2.8526e-01 +7.3321e-01
26 +1.798744836e+05 +1.798744836e+05 +1.801946736e+05 +1.801946736e+05 +6.5305e-01 +1.0083e-01 +1.0000e+00
% function evaluation | noise-free fitness - Fopt (-1.042400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.158508897e+05 +4.158508897e+05 +4.157466497e+05 +4.157466497e+05 +9.8586e-01 +5.4737e-01 +6.2641e-01
3 +3.158504841e+05 +3.158504841e+05 +3.157462441e+05 +3.157462441e+05 +1.6240e-01 +8.0622e-01 +7.4331e-01
5 +1.985785793e+05 +1.985785793e+05 +1.984743393e+05 +1.984743393e+05 +8.7777e-01 +6.5128e-01 +9.0453e-01
23 +1.237381373e+05 +1.237381373e+05 +1.236338973e+05 +1.236338973e+05 +6.6240e-01 +7.9962e-01 +1.0000e+00
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.404142716e+06 +6.404142716e+06 +6.403142716e+06 +6.403142716e+06 +7.3666e-01 +1.2092e-01 +8.6188e-01
2 +4.360466775e+06 +4.360466775e+06 +4.359466775e+06 +4.359466775e+06 +3.7921e-02 +4.6195e-02 +5.3950e-01
4 +3.541851979e+06 +3.541851979e+06 +3.540851979e+06 +3.540851979e+06 +5.7346e-01 +2.7227e-01 +4.1310e-01
8 +2.276842933e+06 +2.276842933e+06 +2.275842933e+06 +2.275842933e+06 +7.1361e-01 +8.5141e-01 +1.0847e-01
% function evaluation | noise-free fitness - Fopt (-3.629000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.777500877e+05 +6.777500877e+05 +6.777137977e+05 +6.777137977e+05 +7.2660e-01 +9.5657e-01 +5.9552e-01
4 +5.347706291e+05 +5.347706291e+05 +5.347343391e+05 +5.347343391e+05 +3.6695e-01 +9.4959e-01 +4.8020e-01
5 +1.965794640e+05 +1.965794640e+05 +1.965431740e+05 +1.965431740e+05 +3.0533e-01 +5.7494e-01 +1.5944e-01
21 +1.542463774e+05 +1.542463774e+05 +1.542100874e+05 +1.542100874e+05 +7.3028e-01 +1.0000e+00 +9.5516e-02
31 +9.937134184e+04 +9.937134184e+04 +9.933505184e+04 +9.933505184e+04 +8.6100e-01 +1.8966e-01 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (-4.840000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.159083160e+06 +2.159083160e+06 +2.159034760e+06 +2.159034760e+06 +4.7480e-01 +5.8174e-01 +5.5705e-01
7 +1.215808821e+06 +1.215808821e+06 +1.215760421e+06 +1.215760421e+06 +9.0859e-01 +2.5389e-01 +4.1699e-02
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.839987741e+06 +1.839987741e+06 +1.840987741e+06 +1.840987741e+06 +8.4891e-02 +3.6497e-01 +4.7570e-01
3 +1.507913322e+06 +1.507913322e+06 +1.508913322e+06 +1.508913322e+06 +7.8675e-01 +2.2826e-01 +5.7050e-01
4 +8.429172740e+05 +8.429172740e+05 +8.439172740e+05 +8.439172740e+05 +5.3461e-02 +9.5461e-01 +7.9196e-01
5 +6.006179420e+05 +6.006179420e+05 +6.016179420e+05 +6.016179420e+05 +7.5923e-01 +6.8276e-01 +9.0437e-01
% function evaluation | noise-free fitness - Fopt (3.261100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.770655832e+06 +3.770655832e+06 +3.770981942e+06 +3.770981942e+06 +4.5811e-01 +9.2044e-01 +8.5398e-01
% function evaluation | noise-free fitness - Fopt (-4.682000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.941017804e+06 +5.941017804e+06 +5.940970984e+06 +5.940970984e+06 +5.0898e-01 +2.2620e-01 +5.2330e-02
7 +2.939173604e+06 +2.939173604e+06 +2.939126784e+06 +2.939126784e+06 +8.8788e-01 +3.3605e-01 +9.8069e-01
% function evaluation | noise-free fitness - Fopt (-5.563000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.762906034e+06 +9.762906034e+06 +9.762850404e+06 +9.762850404e+06 +5.5828e-01 +7.3721e-01 +8.1429e-01
% function evaluation | noise-free fitness - Fopt (3.460000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.669668205e+06 +4.669668205e+06 +4.669702805e+06 +4.669702805e+06 +5.4890e-02 +1.0603e-01 +3.3820e-01
10 +3.404851990e+06 +3.404851990e+06 +3.404886590e+06 +3.404886590e+06 +5.0712e-01 +4.6725e-01 +1.4437e-01
% function evaluation | noise-free fitness - Fopt (8.816000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.563317402e+05 +3.563317402e+05 +3.564199002e+05 +3.564199002e+05 +4.9660e-01 +5.2344e-01 +1.4373e-01
3 +1.474185333e+05 +1.474185333e+05 +1.475066933e+05 +1.475066933e+05 +3.3796e-01 +3.8171e-01 +4.2219e-01
5 +1.967931658e+04 +1.967931658e+04 +1.976747658e+04 +1.976747658e+04 +8.6529e-01 +1.0435e-01 +6.9648e-01
6 +1.529678030e+04 +1.529678030e+04 +1.538494030e+04 +1.538494030e+04 +2.0277e-01 +3.2949e-01 +7.2276e-01
7 +9.459753136e+03 +9.459753136e+03 +9.547913136e+03 +9.547913136e+03 +2.0893e-01 +8.7844e-01 +8.1569e-01
% function evaluation | noise-free fitness - Fopt (-1.866200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.416252650e+06 +4.416252650e+06 +4.416066030e+06 +4.416066030e+06 +4.4652e-02 +2.8671e-01 +4.8323e-02
2 +1.942288999e+06 +1.942288999e+06 +1.942102379e+06 +1.942102379e+06 +1.9861e-01 +1.5710e-01 +8.7482e-01
3 +1.518219470e+06 +1.518219470e+06 +1.518032850e+06 +1.518032850e+06 +9.3650e-01 +6.7817e-01 +9.9670e-01
