% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.549607316e+02 +6.549607316e+02 +1.654960732e+03 +1.654960732e+03 +4.5538e-01 +8.4440e-01 +7.4461e-01 +7.1632e-01 +4.6862e-01 +2.2697e-01 +5.2109e-01 +3.4892e-02 +7.6756e-01 +6.4634e-01 +2.3168e-01 +9.2258e-01 +2.8717e-01 +9.7067e-02 +4.1205e-02 +4.2271e-01 +5.1766e-01 +7.4064e-01 +7.8833e-01 +2.7445e-01
4 +6.236762066e+02 +6.236762066e+02 +1.623676207e+03 +1.623676207e+03 +8.3764e-02 +3.6616e-01 +2.4137e-01 +1.5377e-01 +9.3242e-01 +9.3147e-01 +2.4384e-01 +8.1937e-01 +1.2784e-01 +2.2733e-01 +8.6794e-01 +5.7243e-01 +6.8568e-01 +8.8430e-01 +7.2231e-01 +2.4336e-01 +8.7384e-01 +5.7872e-01 +3.7593e-01 +1.3170e-02
368 +3.960794692e+02 +3.960794692e+02 +1.396079469e+03 +1.396079469e+03 +6.8997e-01 +9.2492e-01 +9.0991e-01 +7.0124e-01 +5.5313e-01 +8.1517e-03 +3.7274e-02 +2.4458e-01 +3.9533e-01 +6.1962e-02 +9.2828e-02 +0.0000e+00 +5.4045e-02 +6.6108e-02 +8.5766e-01 +1.0000e+00 +9.0819e-01 +2.2959e-01 +2.1130e-01 +1.5490e-01
% function evaluation | noise-free fitness - Fopt (7.003000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.010762333e+02 +8.010762333e+02 +8.711062333e+02 +8.711062333e+02 +3.4835e-01 +2.6483e-02 +3.4779e-01 +1.9969e-02 +6.9062e-01 +3.2223e-01 +4.9688e-01 +8.9507e-01 +2.4651e-01 +8.9207e-01 +7.7401e-01 +9.0540e-03 +4.8065e-01 +7.6116e-01 +4.2389e-01 +6.8976e-01 +4.9012e-01 +5.7226e-02 +5.9123e-02 +6.9420e-01
173 +6.270100594e+02 +6.270100594e+02 +6.970400594e+02 +6.970400594e+02 +0.0000e+00 +0.0000e+00 +5.5391e-01 +1.0000e+00 +0.0000e+00 +3.4593e-02 +3.1950e-01 +1.0000e+00 +2.9681e-01 +9.6112e-02 +3.8691e-01 +1.0000e+00 +2.9105e-01 +9.5411e-01 +2.8194e-01 +1.8262e-02 +7.5581e-01 +1.0000e+00 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (-4.822000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.212357763e+03 +1.212357763e+03 +1.164137763e+03 +1.164137763e+03 +5.8102e-01 +6.3558e-02 +8.0791e-01 +5.6380e-01 +3.6929e-01 +6.5083e-01 +7.9331e-01 +8.8506e-01 +3.0526e-01 +7.8465e-02 +7.9719e-01 +7.0357e-01 +8.9492e-01 +1.4082e-01 +6.5068e-01 +4.8539e-01 +6.6445e-01 +6.3180e-01 +6.3085e-01 +6.5218e-01
42 +9.622547203e+02 +9.622547203e+02 +9.140347203e+02 +9.140347203e+02 +3.4839e-01 +0.0000e+00 +5.7416e-01 +5.5968e-01 +7.5349e-02 +3.3007e-01 +0.0000e+00 +0.0000e+00 +1.0000e+00 +5.5451e-01 +1.0000e+00 +1.0954e-01 +8.8822e-01 +8.2835e-01 +4.3917e-01 +2.1686e-01 +2.4049e-01 +8.0884e-01 +8.1515e-01 +1.0000e+00
1160 +6.308636609e+02 +6.308636609e+02 +5.826436609e+02 +5.826436609e+02 +5.1994e-03 +5.3155e-06 +4.6855e-01 +7.7165e-01 +9.7607e-03 +5.9275e-01 +0.0000e+00 +1.0626e-02 +4.5190e-01 +9.9153e-01 +6.3507e-01 +3.6193e-06 +3.5227e-03 +8.5330e-01 +3.2542e-02 +4.6347e-05 +4.2065e-02 +9.9997e-01 +7.5497e-01 +7.8768e-01
% function evaluation | noise-free fitness - Fopt (2.547000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.593819977e+03 +1.593819977e+03 +1.619289977e+03 +1.619289977e+03 +4.1377e-01 +2.3601e-01 +5.5602e-01 +6.5913e-01 +9.2466e-01 +8.1356e-01 +6.0564e-01 +3.7153e-01 +4.3482e-01 +6.8358e-01 +9.3166e-01 +8.7623e-01 +8.1463e-01 +4.5142e-01 +9.2160e-01 +9.2877e-01 +8.0146e-02 +5.6686e-01 +5.4870e-01 +7.3594e-01
2 +1.376757843e+03 +1.376757843e+03 +1.402227843e+03 +1.402227843e+03 +8.8847e-01 +3.3198e-01 +1.7443e-01 +8.1155e-01 +2.6896e-01 +9.7193e-01 +7.0950e-01 +6.1860e-01 +8.3629e-01 +1.9090e-01 +6.6033e-01 +2.0274e-02 +5.7100e-01 +8.2336e-01 +6.8380e-01 +3.9165e-01 +6.2078e-01 +2.2435e-01 +4.3658e-01 +2.0753e-01
91 +9.968383334e+02 +9.968383334e+02 +1.022308333e+03 +1.022308333e+03 +2.6158e-03 +3.4876e-01 +1.8898e-01 +3.1641e-03 +0.0000e+00 +4.7522e-01 +1.1641e-01 +3.9876e-01 +8.5172e-01 +9.9461e-01 +2.2231e-02 +0.0000e+00 +9.9940e-01 +7.4815e-01 +5.1978e-01 +8.4124e-01 +2.7056e-01 +9.9901e-01 +3.8781e-01 +8.3848e-02
% function evaluation | noise-free fitness - Fopt (-1.008100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.973764624e+02 +6.973764624e+02 +5.965664624e+02 +5.965664624e+02 +2.2132e-01 +2.6386e-01 +3.4871e-01 +2.4102e-01 +6.7322e-01 +6.1288e-01 +2.5535e-01 +6.1096e-01 +2.7723e-01 +7.4216e-01 +5.6605e-01 +1.1010e-01 +2.9689e-01 +6.7196e-01 +2.8096e-01 +1.8982e-01 +6.7506e-01 +1.5371e-01 +2.1352e-01 +2.5076e-01
21 +6.298965210e+02 +6.298965210e+02 +5.290865210e+02 +5.290865210e+02 +7.3826e-02 +2.4903e-01 +8.3121e-01 +7.1259e-01 +9.4152e-01 +1.2704e-01 +7.5535e-01 +3.6598e-01 +0.0000e+00 +9.2336e-01 +3.8896e-01 +1.8321e-01 +6.9434e-01 +1.7196e-01 +7.8096e-01 +3.8128e-02 +2.2890e-01 +6.5371e-01 +2.7775e-01 +1.4667e-01
2048 +3.972780598e+02 +3.972780598e+02 +2.964680598e+02 +2.964680598e+02 +0.0000e+00 +1.8334e-02 +6.3180e-01 +9.1935e-01 +9.3390e-01 +0.0000e+00 +2.0658e-01 +6.0523e-01 +8.6389e-03 +6.6130e-01 +2.5007e-01 +1.6692e-02 +6.5290e-04 +2.5330e-01 +1.0000e+00 +8.6793e-01 +9.6621e-01 +3.5801e-01 +7.7429e-01 +1.0000e+00
% function evaluation | noise-free fitness - Fopt (4.017300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.920207743e+02 +5.920207743e+02 +9.937507743e+02 +9.937507743e+02 +3.1620e-01 +4.2240e-01 +4.6087e-01 +6.2290e-01 +8.5519e-02 +5.3037e-02 +9.1344e-01 +3.0481e-01 +5.3092e-01 +3.0085e-01 +4.7187e-01 +3.1248e-01 +5.7808e-01 +1.2243e-01 +5.2010e-01 +3.1324e-02 +2.7750e-02 +5.1358e-01 +5.8848e-01 +3.2077e-01
240 +3.947774904e+02 +3.947774904e+02 +7.965074904e+02 +7.965074904e+02 +9.9673e-01 +1.5494e-01 +9.3268e-01 +9.7817e-02 +9.4159e-03 +1.0000e+00 +2.2659e-01 +0.0000e+00 +9.8312e-01 +9.9996e-01 +4.9527e-01 +9.2737e-01 +1.0000e+00 +7.5223e-01 +1.0000e+00 +0.0000e+00 +6.1171e-02 +8.8442e-01 +9.3842e-01 +9.9691e-01
% function evaluation | noise-free fitness - Fopt (-9.575000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
